item_type,base_material,lining,condition,nb,length_mm,price_usd
hose_pipe,SS304,PTFE,non_vacuum,50,1000,785.625
hose_pipe,SS304,PTFE,non_vacuum,50,1500,931.875
hose_pipe,SS304,PTFE,non_vacuum,50,2000,1084.375
hose_pipe,SS304,PTFE,non_vacuum,50,2500,1285.625
hose_pipe,SS304,PTFE,non_vacuum,50,3000,1512.5
hose_pipe,SS304,PTFE,non_vacuum,50,4000,1738.125
hose_pipe,SS304,PTFE,non_vacuum,50,5000,1966.25
hose_pipe,SS304,PTFE,non_vacuum,50,6000,2274.375
hose_pipe,SS304,PTFE,non_vacuum,80,500,1016.875
hose_pipe,SS304,PTFE,non_vacuum,80,1000,1256.875
hose_pipe,SS304,PTFE,non_vacuum,80,1500,1498.125
hose_pipe,SS304,PTFE,non_vacuum,80,2000,1737.5
hose_pipe,SS304,PTFE,non_vacuum,80,2500,1984.375
hose_pipe,SS304,PTFE,non_vacuum,80,3000,2247.5
hose_pipe,SS304,PTFE,non_vacuum,80,4000,2817.5
hose_pipe,SS304,PTFE,non_vacuum,80,5000,3161.875
hose_pipe,SS304,PTFE,non_vacuum,80,6000,3749.375
hose_pipe,SS304,PTFE,non_vacuum,100,500,1413.125
hose_pipe,SS304,PTFE,non_vacuum,100,1000,1743.75
hose_pipe,SS304,PTFE,non_vacuum,100,1500,2075.625
hose_pipe,SS304,PTFE,non_vacuum,100,2000,2405.625
hose_pipe,SS304,PTFE,non_vacuum,100,2500,2735.625
hose_pipe,SS304,PTFE,non_vacuum,100,3000,3085
hose_pipe,SS304,PTFE,non_vacuum,100,4000,3773.75
hose_pipe,SS304,PTFE,non_vacuum,100,5000,4390.625
hose_pipe,SS304,PTFE,non_vacuum,100,6000,5115
hose_pipe,SS316,PTFE,non_vacuum,25,500,456.875
hose_pipe,SS316,PTFE,non_vacuum,25,1000,536.875
hose_pipe,SS316,PTFE,non_vacuum,25,1500,618.125
hose_pipe,SS316,PTFE,non_vacuum,25,2000,695.625
hose_pipe,SS316,PTFE,non_vacuum,25,2500,841.25
hose_pipe,SS316,PTFE,non_vacuum,25,3000,926.25
hose_pipe,SS316,PTFE,non_vacuum,25,4000,1065.625
hose_pipe,SS316,PTFE,non_vacuum,25,5000,1171.25
hose_pipe,SS316,PTFE,non_vacuum,25,6000,1350
hose_pipe,SS316,PTFE,non_vacuum,40,500,679.375
hose_pipe,SS316,PTFE,non_vacuum,40,1000,746.875
hose_pipe,SS316,PTFE,non_vacuum,40,1500,938.125
hose_pipe,SS316,PTFE,non_vacuum,40,2000,1095
hose_pipe,SS316,PTFE,non_vacuum,40,2500,1355
hose_pipe,SS316,PTFE,non_vacuum,40,3000,1531.875
hose_pipe,SS316,PTFE,non_vacuum,40,4000,1758.125
hose_pipe,SS316,PTFE,non_vacuum,40,5000,1936.25
hose_pipe,SS316,PTFE,non_vacuum,40,6000,2243.125
hose_pipe,SS316,PTFE,non_vacuum,50,500,923.75
hose_pipe,SS316,PTFE,non_vacuum,50,1000,1104.375
hose_pipe,SS316,PTFE,non_vacuum,50,1500,1286.875
hose_pipe,SS316,PTFE,non_vacuum,50,2000,1475
hose_pipe,SS316,PTFE,non_vacuum,50,2500,1748.125
hose_pipe,SS316,PTFE,non_vacuum,50,3000,2062.5
hose_pipe,SS316,PTFE,non_vacuum,50,4000,2311.25
hose_pipe,SS316,PTFE,non_vacuum,50,5000,2571.25
hose_pipe,SS316,PTFE,non_vacuum,50,6000,2962.5
hose_pipe,SS316,PTFE,non_vacuum,80,500,1494.375
hose_pipe,SS316,PTFE,non_vacuum,80,1000,1795.625
hose_pipe,SS316,PTFE,non_vacuum,80,1500,2096.25
hose_pipe,SS316,PTFE,non_vacuum,80,2000,2393.75
hose_pipe,SS316,PTFE,non_vacuum,80,2500,2703.75
hose_pipe,SS316,PTFE,non_vacuum,80,3000,3042.5
hose_pipe,SS316,PTFE,non_vacuum,80,4000,3790.625
hose_pipe,SS316,PTFE,non_vacuum,80,5000,4164.375
hose_pipe,SS316,PTFE,non_vacuum,80,6000,4941.25
hose_pipe,SS316,PTFE,non_vacuum,100,500,2101.25
hose_pipe,SS316,PTFE,non_vacuum,100,1000,2518.75
hose_pipe,SS316,PTFE,non_vacuum,100,1500,2938.125
hose_pipe,SS316,PTFE,non_vacuum,100,2000,3353.75
hose_pipe,SS316,PTFE,non_vacuum,100,2500,3769.375
hose_pipe,SS316,PTFE,non_vacuum,100,3000,4217.5
hose_pipe,SS316,PTFE,non_vacuum,100,4000,5096.875
hose_pipe,SS316,PTFE,non_vacuum,100,5000,5856.875
hose_pipe,SS316,PTFE,non_vacuum,100,6000,6795
pipe,SS304,PTFE,non_vacuum,25,100,706.25
pipe,SS304,PTFE,non_vacuum,25,150,740.625
pipe,SS304,PTFE,non_vacuum,25,200,775
pipe,SS304,PTFE,non_vacuum,25,250,806.25
pipe,SS304,PTFE,non_vacuum,25,300,840.625
pipe,SS304,PTFE,non_vacuum,25,350,871.875
pipe,SS304,PTFE,non_vacuum,25,400,906.25
pipe,SS304,PTFE,non_vacuum,25,450,940.625
pipe,SS304,PTFE,non_vacuum,25,500,971.875
pipe,SS304,PTFE,non_vacuum,25,600,1037.5
pipe,SS304,PTFE,non_vacuum,25,700,1106.25
pipe,SS304,PTFE,non_vacuum,25,800,1171.875
pipe,SS304,PTFE,non_vacuum,25,900,1237.5
pipe,SS304,PTFE,non_vacuum,25,1000,1303.125
pipe,SS304,PTFE,non_vacuum,25,1100,1371.875
pipe,SS304,PTFE,non_vacuum,25,1200,1437.5
pipe,SS304,PTFE,non_vacuum,25,1300,1503.125
pipe,SS304,PTFE,non_vacuum,25,1400,1568.75
pipe,SS304,PTFE,non_vacuum,25,1500,1637.5
pipe,SS304,PTFE,non_vacuum,25,1600,1703.125
pipe,SS304,PTFE,non_vacuum,25,1700,1768.75
pipe,SS304,PTFE,non_vacuum,25,1800,1834.375
pipe,SS304,PTFE,non_vacuum,25,1900,1903.125
pipe,SS304,PTFE,non_vacuum,25,2000,1968.75
pipe,SS304,PTFE,non_vacuum,25,2100,2034.375
pipe,SS304,PTFE,non_vacuum,25,2200,2100
pipe,SS304,PTFE,non_vacuum,25,2300,2168.75
pipe,SS304,PTFE,non_vacuum,25,2400,2234.375
pipe,SS304,PTFE,non_vacuum,25,2500,2300
pipe,SS304,PTFE,non_vacuum,25,2600,2365.625
pipe,SS304,PTFE,non_vacuum,25,2700,2434.375
pipe,SS304,PTFE,non_vacuum,25,2800,2500
pipe,SS304,PTFE,non_vacuum,25,2900,2565.625
pipe,SS304,PTFE,non_vacuum,25,3000,2631.25
pipe,SS304,PTFE,non_vacuum,40,100,918.75
pipe,SS304,PTFE,non_vacuum,40,150,971.875
pipe,SS304,PTFE,non_vacuum,40,200,1025
pipe,SS304,PTFE,non_vacuum,40,250,1078.125
pipe,SS304,PTFE,non_vacuum,40,300,1131.25
pipe,SS304,PTFE,non_vacuum,40,350,1184.375
pipe,SS304,PTFE,non_vacuum,40,400,1237.5
pipe,SS304,PTFE,non_vacuum,40,450,1290.625
pipe,SS304,PTFE,non_vacuum,40,500,1343.75
pipe,SS304,PTFE,non_vacuum,40,600,1450
pipe,SS304,PTFE,non_vacuum,40,700,1556.25
pipe,SS304,PTFE,non_vacuum,40,800,1662.5
pipe,SS304,PTFE,non_vacuum,40,900,1768.75
pipe,SS304,PTFE,non_vacuum,40,1000,1875
pipe,SS304,PTFE,non_vacuum,40,1100,1981.25
pipe,SS304,PTFE,non_vacuum,40,1200,2087.5
pipe,SS304,PTFE,non_vacuum,40,1300,2193.75
pipe,SS304,PTFE,non_vacuum,40,1400,2303.125
pipe,SS304,PTFE,non_vacuum,40,1500,2409.375
pipe,SS304,PTFE,non_vacuum,40,1600,2512.5
pipe,SS304,PTFE,non_vacuum,40,1700,2621.875
pipe,SS304,PTFE,non_vacuum,40,1800,2728.125
pipe,SS304,PTFE,non_vacuum,40,1900,2834.375
pipe,SS304,PTFE,non_vacuum,40,2000,2940.625
pipe,SS304,PTFE,non_vacuum,40,2100,3046.875
pipe,SS304,PTFE,non_vacuum,40,2200,3153.125
pipe,SS304,PTFE,non_vacuum,40,2300,3259.375
pipe,SS304,PTFE,non_vacuum,40,2400,3365.625
pipe,SS304,PTFE,non_vacuum,40,2500,3471.875
pipe,SS304,PTFE,non_vacuum,40,2600,3578.125
pipe,SS304,PTFE,non_vacuum,40,2700,3684.375
pipe,SS304,PTFE,non_vacuum,40,2800,3790.625
pipe,SS304,PTFE,non_vacuum,40,2900,3896.875
pipe,SS304,PTFE,non_vacuum,40,3000,4003.125
pipe,SS304,PTFE,non_vacuum,50,100,1143.75
pipe,SS304,PTFE,non_vacuum,50,150,1209.375
pipe,SS304,PTFE,non_vacuum,50,200,1278.125
pipe,SS304,PTFE,non_vacuum,50,250,1343.75
pipe,SS304,PTFE,non_vacuum,50,300,1412.5
pipe,SS304,PTFE,non_vacuum,50,350,1478.125
pipe,SS304,PTFE,non_vacuum,50,400,1546.875
pipe,SS304,PTFE,non_vacuum,50,450,1615.625
pipe,SS304,PTFE,non_vacuum,50,500,1681.25
pipe,SS304,PTFE,non_vacuum,50,600,1815.625
pipe,SS304,PTFE,non_vacuum,50,700,1950
pipe,SS304,PTFE,non_vacuum,50,800,2084.375
pipe,SS304,PTFE,non_vacuum,50,900,2218.75
pipe,SS304,PTFE,non_vacuum,50,1000,2353.125
pipe,SS304,PTFE,non_vacuum,50,1100,2490.625
pipe,SS304,PTFE,non_vacuum,50,1200,2625
pipe,SS304,PTFE,non_vacuum,50,1300,2759.375
pipe,SS304,PTFE,non_vacuum,50,1400,2893.75
pipe,SS304,PTFE,non_vacuum,50,1500,3028.125
pipe,SS304,PTFE,non_vacuum,50,1600,3162.5
pipe,SS304,PTFE,non_vacuum,50,1700,3296.875
pipe,SS304,PTFE,non_vacuum,50,1800,3431.25
pipe,SS304,PTFE,non_vacuum,50,1900,3565.625
pipe,SS304,PTFE,non_vacuum,50,2000,3700
pipe,SS304,PTFE,non_vacuum,50,2100,3834.375
pipe,SS304,PTFE,non_vacuum,50,2200,3968.75
pipe,SS304,PTFE,non_vacuum,50,2300,4106.25
pipe,SS304,PTFE,non_vacuum,50,2400,4240.625
pipe,SS304,PTFE,non_vacuum,50,2500,4375
pipe,SS304,PTFE,non_vacuum,50,2600,4509.375
pipe,SS304,PTFE,non_vacuum,50,2700,4643.75
pipe,SS304,PTFE,non_vacuum,50,2800,4778.125
pipe,SS304,PTFE,non_vacuum,50,2900,4912.5
pipe,SS304,PTFE,non_vacuum,50,3000,5046.875
pipe,SS304,PTFE,non_vacuum,80,100,1918.75
pipe,SS304,PTFE,non_vacuum,80,150,2037.5
pipe,SS304,PTFE,non_vacuum,80,200,2159.375
pipe,SS304,PTFE,non_vacuum,80,250,2278.125
pipe,SS304,PTFE,non_vacuum,80,300,2396.875
pipe,SS304,PTFE,non_vacuum,80,350,2515.625
pipe,SS304,PTFE,non_vacuum,80,400,2634.375
pipe,SS304,PTFE,non_vacuum,80,450,2753.125
pipe,SS304,PTFE,non_vacuum,80,500,2871.875
pipe,SS304,PTFE,non_vacuum,80,600,3112.5
pipe,SS304,PTFE,non_vacuum,80,700,3350
pipe,SS304,PTFE,non_vacuum,80,800,3587.5
pipe,SS304,PTFE,non_vacuum,80,900,3825
pipe,SS304,PTFE,non_vacuum,80,1000,4065.625
pipe,SS304,PTFE,non_vacuum,80,1100,4303.125
pipe,SS304,PTFE,non_vacuum,80,1200,4540.625
pipe,SS304,PTFE,non_vacuum,80,1300,4778.125
pipe,SS304,PTFE,non_vacuum,80,1400,5018.75
pipe,SS304,PTFE,non_vacuum,80,1500,5256.25
pipe,SS304,PTFE,non_vacuum,80,1600,5493.75
pipe,SS304,PTFE,non_vacuum,80,1700,5734.375
pipe,SS304,PTFE,non_vacuum,80,1800,5971.875
pipe,SS304,PTFE,non_vacuum,80,1900,6209.375
pipe,SS304,PTFE,non_vacuum,80,2000,6446.875
pipe,SS304,PTFE,non_vacuum,80,2100,6687.5
pipe,SS304,PTFE,non_vacuum,80,2200,6925
pipe,SS304,PTFE,non_vacuum,80,2300,7162.5
pipe,SS304,PTFE,non_vacuum,80,2400,7400
pipe,SS304,PTFE,non_vacuum,80,2500,7640.625
pipe,SS304,PTFE,non_vacuum,80,2600,7878.125
pipe,SS304,PTFE,non_vacuum,80,2700,8115.625
pipe,SS304,PTFE,non_vacuum,80,2800,8353.125
pipe,SS304,PTFE,non_vacuum,80,2900,8593.75
pipe,SS304,PTFE,non_vacuum,80,3000,8831.25
pipe,SS304,PTFE,non_vacuum,100,100,2553.125
pipe,SS304,PTFE,non_vacuum,100,150,2715.625
pipe,SS304,PTFE,non_vacuum,100,200,2878.125
pipe,SS304,PTFE,non_vacuum,100,250,3040.625
pipe,SS304,PTFE,non_vacuum,100,300,3203.125
pipe,SS304,PTFE,non_vacuum,100,350,3365.625
pipe,SS304,PTFE,non_vacuum,100,400,3528.125
pipe,SS304,PTFE,non_vacuum,100,450,3690.625
pipe,SS304,PTFE,non_vacuum,100,500,3853.125
pipe,SS304,PTFE,non_vacuum,100,600,4178.125
pipe,SS304,PTFE,non_vacuum,100,700,4503.125
pipe,SS304,PTFE,non_vacuum,100,800,4825
pipe,SS304,PTFE,non_vacuum,100,900,5150
pipe,SS304,PTFE,non_vacuum,100,1000,5475
pipe,SS304,PTFE,non_vacuum,100,1100,5800
pipe,SS304,PTFE,non_vacuum,100,1200,6125
pipe,SS304,PTFE,non_vacuum,100,1300,6450
pipe,SS304,PTFE,non_vacuum,100,1400,6775
pipe,SS304,PTFE,non_vacuum,100,1500,7096.875
pipe,SS304,PTFE,non_vacuum,100,1600,7421.875
pipe,SS304,PTFE,non_vacuum,100,1700,7746.875
pipe,SS304,PTFE,non_vacuum,100,1800,8071.875
pipe,SS304,PTFE,non_vacuum,100,1900,8396.875
pipe,SS304,PTFE,non_vacuum,100,2000,8721.875
pipe,SS304,PTFE,non_vacuum,100,2100,9046.875
pipe,SS304,PTFE,non_vacuum,100,2200,9368.75
pipe,SS304,PTFE,non_vacuum,100,2300,9693.75
pipe,SS304,PTFE,non_vacuum,100,2400,10018.75
pipe,SS304,PTFE,non_vacuum,100,2500,10343.75
pipe,SS304,PTFE,non_vacuum,100,2600,10668.75
pipe,SS304,PTFE,non_vacuum,100,2700,10993.75
pipe,SS304,PTFE,non_vacuum,100,2800,11318.75
pipe,SS304,PTFE,non_vacuum,100,2900,11643.75
pipe,SS304,PTFE,non_vacuum,100,3000,11965.625
pipe,SS304,PTFE,non_vacuum,150,100,5337.5
pipe,SS304,PTFE,non_vacuum,150,150,5753.125
pipe,SS304,PTFE,non_vacuum,150,200,6165.625
pipe,SS304,PTFE,non_vacuum,150,250,6578.125
pipe,SS304,PTFE,non_vacuum,150,300,6993.75
pipe,SS304,PTFE,non_vacuum,150,350,7406.25
pipe,SS304,PTFE,non_vacuum,150,400,7821.875
pipe,SS304,PTFE,non_vacuum,150,450,8234.375
pipe,SS304,PTFE,non_vacuum,150,500,8650
pipe,SS304,PTFE,non_vacuum,150,600,9475
pipe,SS304,PTFE,non_vacuum,150,700,10303.125
pipe,SS304,PTFE,non_vacuum,150,800,11131.25
pipe,SS304,PTFE,non_vacuum,150,900,11959.375
pipe,SS304,PTFE,non_vacuum,150,1000,12787.5
pipe,SS304,PTFE,non_vacuum,150,1100,13615.625
pipe,SS304,PTFE,non_vacuum,150,1200,14443.75
pipe,SS304,PTFE,non_vacuum,150,1300,15268.75
pipe,SS304,PTFE,non_vacuum,150,1400,16096.875
pipe,SS304,PTFE,non_vacuum,150,1500,16925
pipe,SS304,PTFE,non_vacuum,150,1600,17753.125
pipe,SS304,PTFE,non_vacuum,150,1700,18581.25
pipe,SS304,PTFE,non_vacuum,150,1800,19409.375
pipe,SS304,PTFE,non_vacuum,150,1900,20237.5
pipe,SS304,PTFE,non_vacuum,150,2000,21062.5
pipe,SS304,PTFE,non_vacuum,150,2100,21890.625
pipe,SS304,PTFE,non_vacuum,150,2200,22718.75
pipe,SS304,PTFE,non_vacuum,150,2300,23546.875
pipe,SS304,PTFE,non_vacuum,150,2400,24375
pipe,SS304,PTFE,non_vacuum,150,2500,25203.125
pipe,SS304,PTFE,non_vacuum,150,2600,26031.25
pipe,SS304,PTFE,non_vacuum,150,2700,26856.25
pipe,SS304,PTFE,non_vacuum,150,2800,27684.375
pipe,SS304,PTFE,non_vacuum,150,2900,28512.5
pipe,SS304,PTFE,non_vacuum,150,3000,29340.625
pipe,SS304,PTFE,non_vacuum,200,100,9206.25
pipe,SS304,PTFE,non_vacuum,200,150,9993.75
pipe,SS304,PTFE,non_vacuum,200,200,10778.125
pipe,SS304,PTFE,non_vacuum,200,250,11565.625
pipe,SS304,PTFE,non_vacuum,200,300,12350
pipe,SS304,PTFE,non_vacuum,200,350,13137.5
pipe,SS304,PTFE,non_vacuum,200,400,13921.875
pipe,SS304,PTFE,non_vacuum,200,450,14709.375
pipe,SS304,PTFE,non_vacuum,200,500,15493.75
pipe,SS304,PTFE,non_vacuum,200,600,17065.625
pipe,SS304,PTFE,non_vacuum,200,700,18634.375
pipe,SS304,PTFE,non_vacuum,200,800,20206.25
pipe,SS304,PTFE,non_vacuum,200,900,21778.125
pipe,SS304,PTFE,non_vacuum,200,1000,23350
pipe,SS304,PTFE,non_vacuum,200,1100,24921.875
pipe,SS304,PTFE,non_vacuum,200,1200,26493.75
pipe,SS304,PTFE,non_vacuum,200,1300,28065.625
pipe,SS304,PTFE,non_vacuum,200,1400,29634.375
pipe,SS304,PTFE,non_vacuum,200,1500,31206.25
pipe,SS304,PTFE,non_vacuum,200,1600,32778.125
pipe,SS304,PTFE,non_vacuum,200,1700,34350
pipe,SS304,PTFE,non_vacuum,200,1800,35921.875
pipe,SS304,PTFE,non_vacuum,200,1900,37493.75
pipe,SS304,PTFE,non_vacuum,200,2000,39062.5
pipe,SS304,PTFE,non_vacuum,200,2100,40634.375
pipe,SS304,PTFE,non_vacuum,200,2200,42206.25
pipe,SS304,PTFE,non_vacuum,200,2300,43778.125
pipe,SS304,PTFE,non_vacuum,200,2400,45350
pipe,SS304,PTFE,non_vacuum,200,2500,46921.875
pipe,SS304,PTFE,non_vacuum,200,2600,48490.625
pipe,SS304,PTFE,non_vacuum,200,2700,50062.5
pipe,SS304,PTFE,non_vacuum,200,2800,51634.375
pipe,SS304,PTFE,non_vacuum,200,2900,53206.25
pipe,SS304,PTFE,non_vacuum,200,3000,54778.125
pipe,SS304,PTFE,non_vacuum,250,100,13021.875
pipe,SS304,PTFE,non_vacuum,250,150,14106.25
pipe,SS304,PTFE,non_vacuum,250,200,15190.625
pipe,SS304,PTFE,non_vacuum,250,250,16275
pipe,SS304,PTFE,non_vacuum,250,300,17356.25
pipe,SS304,PTFE,non_vacuum,250,350,18443.75
pipe,SS304,PTFE,non_vacuum,250,400,19525
pipe,SS304,PTFE,non_vacuum,250,450,20609.375
pipe,SS304,PTFE,non_vacuum,250,500,21693.75
pipe,SS304,PTFE,non_vacuum,250,600,23862.5
pipe,SS304,PTFE,non_vacuum,250,700,26031.25
pipe,SS304,PTFE,non_vacuum,250,800,28200
pipe,SS304,PTFE,non_vacuum,250,900,30368.75
pipe,SS304,PTFE,non_vacuum,250,1000,32537.5
pipe,SS304,PTFE,non_vacuum,250,1100,34703.125
pipe,SS304,PTFE,non_vacuum,250,1200,36871.875
pipe,SS304,PTFE,non_vacuum,250,1300,39040.625
pipe,SS304,PTFE,non_vacuum,250,1400,41209.375
pipe,SS304,PTFE,non_vacuum,250,1500,43378.125
pipe,SS304,PTFE,non_vacuum,250,1600,45546.875
pipe,SS304,PTFE,non_vacuum,250,1700,47715.625
pipe,SS304,PTFE,non_vacuum,250,1800,49884.375
pipe,SS304,PTFE,non_vacuum,250,1900,52050
pipe,SS304,PTFE,non_vacuum,250,2000,54218.75
pipe,SS304,PTFE,non_vacuum,250,2100,56387.5
pipe,SS304,PTFE,non_vacuum,250,2200,58556.25
pipe,SS304,PTFE,non_vacuum,250,2300,60725
pipe,SS304,PTFE,non_vacuum,250,2400,62893.75
pipe,SS304,PTFE,non_vacuum,250,2500,65062.5
pipe,SS304,PTFE,non_vacuum,250,2600,67231.25
pipe,SS304,PTFE,non_vacuum,250,2700,69396.875
pipe,SS304,PTFE,non_vacuum,250,2800,71565.625
pipe,SS304,PTFE,non_vacuum,250,2900,73734.375
pipe,SS304,PTFE,non_vacuum,250,3000,75903.125
pipe,SS304,PTFE,non_vacuum,300,100,16003.125
pipe,SS304,PTFE,non_vacuum,300,150,17168.75
pipe,SS304,PTFE,non_vacuum,300,200,18331.25
pipe,SS304,PTFE,non_vacuum,300,250,19496.875
pipe,SS304,PTFE,non_vacuum,300,300,20662.5
pipe,SS304,PTFE,non_vacuum,300,350,21828.125
pipe,SS304,PTFE,non_vacuum,300,400,22990.625
pipe,SS304,PTFE,non_vacuum,300,450,24159.375
pipe,SS304,PTFE,non_vacuum,300,500,25321.875
pipe,SS304,PTFE,non_vacuum,300,600,27653.125
pipe,SS304,PTFE,non_vacuum,300,700,29981.25
pipe,SS304,PTFE,non_vacuum,300,800,32312.5
pipe,SS304,PTFE,non_vacuum,300,900,34640.625
pipe,SS304,PTFE,non_vacuum,300,1000,36971.875
pipe,SS304,PTFE,non_vacuum,300,1100,39303.125
pipe,SS304,PTFE,non_vacuum,300,1200,41631.25
pipe,SS304,PTFE,non_vacuum,300,1300,43962.5
pipe,SS304,PTFE,non_vacuum,300,1400,46290.625
pipe,SS304,PTFE,non_vacuum,300,1500,48621.875
pipe,SS304,PTFE,non_vacuum,300,1600,50953.125
pipe,SS304,PTFE,non_vacuum,300,1700,53281.25
pipe,SS304,PTFE,non_vacuum,300,1800,55612.5
pipe,SS304,PTFE,non_vacuum,300,1900,57940.625
pipe,SS304,PTFE,non_vacuum,300,2000,60271.875
pipe,SS304,PTFE,non_vacuum,300,2100,62600
pipe,SS304,PTFE,non_vacuum,300,2200,64931.25
pipe,SS304,PTFE,non_vacuum,300,2300,67262.5
pipe,SS304,PTFE,non_vacuum,300,2400,69590.625
pipe,SS304,PTFE,non_vacuum,300,2500,71921.875
pipe,SS304,PTFE,non_vacuum,300,2600,74250
pipe,SS304,PTFE,non_vacuum,300,2700,76581.25
pipe,SS304,PTFE,non_vacuum,300,2800,78912.5
pipe,SS304,PTFE,non_vacuum,300,2900,81240.625
pipe,SS304,PTFE,non_vacuum,300,3000,83571.875
pipe,SS304,PTFE,full_vacuum,100,100,2706.25
pipe,SS304,PTFE,full_vacuum,100,150,2893.75
pipe,SS304,PTFE,full_vacuum,100,200,3081.25
pipe,SS304,PTFE,full_vacuum,100,250,3268.75
pipe,SS304,PTFE,full_vacuum,100,300,3456.25
pipe,SS304,PTFE,full_vacuum,100,350,3643.75
pipe,SS304,PTFE,full_vacuum,100,400,3831.25
pipe,SS304,PTFE,full_vacuum,100,450,4018.75
pipe,SS304,PTFE,full_vacuum,100,500,4206.25
pipe,SS304,PTFE,full_vacuum,100,600,4581.25
pipe,SS304,PTFE,full_vacuum,100,700,4953.125
pipe,SS304,PTFE,full_vacuum,100,800,5328.125
pipe,SS304,PTFE,full_vacuum,100,900,5703.125
pipe,SS304,PTFE,full_vacuum,100,1000,6078.125
pipe,SS304,PTFE,full_vacuum,100,1100,6453.125
pipe,SS304,PTFE,full_vacuum,100,1200,6828.125
pipe,SS304,PTFE,full_vacuum,100,1300,7203.125
pipe,SS304,PTFE,full_vacuum,100,1400,7578.125
pipe,SS304,PTFE,full_vacuum,100,1500,7953.125
pipe,SS304,PTFE,full_vacuum,100,1600,8328.125
pipe,SS304,PTFE,full_vacuum,100,1700,8703.125
pipe,SS304,PTFE,full_vacuum,100,1800,9078.125
pipe,SS304,PTFE,full_vacuum,100,1900,9453.125
pipe,SS304,PTFE,full_vacuum,100,2000,9828.125
pipe,SS304,PTFE,full_vacuum,100,2100,10203.125
pipe,SS304,PTFE,full_vacuum,100,2200,10578.125
pipe,SS304,PTFE,full_vacuum,100,2300,10953.125
pipe,SS304,PTFE,full_vacuum,100,2400,11328.125
pipe,SS304,PTFE,full_vacuum,100,2500,11703.125
pipe,SS304,PTFE,full_vacuum,100,2600,12078.125
pipe,SS304,PTFE,full_vacuum,100,2700,12453.125
pipe,SS304,PTFE,full_vacuum,100,2800,12828.125
pipe,SS304,PTFE,full_vacuum,100,2900,13203.125
pipe,SS304,PTFE,full_vacuum,100,3000,13578.125
pipe,SS304,PTFE,full_vacuum,150,100,5825
pipe,SS304,PTFE,full_vacuum,150,150,6312.5
pipe,SS304,PTFE,full_vacuum,150,200,6800
pipe,SS304,PTFE,full_vacuum,150,250,7287.5
pipe,SS304,PTFE,full_vacuum,150,300,7775
pipe,SS304,PTFE,full_vacuum,150,350,8262.5
pipe,SS304,PTFE,full_vacuum,150,400,8750
pipe,SS304,PTFE,full_vacuum,150,450,9237.5
pipe,SS304,PTFE,full_vacuum,150,500,9725
pipe,SS304,PTFE,full_vacuum,150,600,10700
pipe,SS304,PTFE,full_vacuum,150,700,11675
pipe,SS304,PTFE,full_vacuum,150,800,12650
pipe,SS304,PTFE,full_vacuum,150,900,13625
pipe,SS304,PTFE,full_vacuum,150,1000,14600
pipe,SS304,PTFE,full_vacuum,150,1100,15575
pipe,SS304,PTFE,full_vacuum,150,1200,16550
pipe,SS304,PTFE,full_vacuum,150,1300,17525
pipe,SS304,PTFE,full_vacuum,150,1400,18500
pipe,SS304,PTFE,full_vacuum,150,1500,19475
pipe,SS304,PTFE,full_vacuum,150,1600,20450
pipe,SS304,PTFE,full_vacuum,150,1700,21425
pipe,SS304,PTFE,full_vacuum,150,1800,22400
pipe,SS304,PTFE,full_vacuum,150,1900,23375
pipe,SS304,PTFE,full_vacuum,150,2000,24350
pipe,SS304,PTFE,full_vacuum,150,2100,25325
pipe,SS304,PTFE,full_vacuum,150,2200,26300
pipe,SS304,PTFE,full_vacuum,150,2300,27275
pipe,SS304,PTFE,full_vacuum,150,2400,28250
pipe,SS304,PTFE,full_vacuum,150,2500,29225
pipe,SS304,PTFE,full_vacuum,150,2600,30200
pipe,SS304,PTFE,full_vacuum,150,2700,31175
pipe,SS304,PTFE,full_vacuum,150,2800,32150
pipe,SS304,PTFE,full_vacuum,150,2900,33125
pipe,SS304,PTFE,full_vacuum,150,3000,34100
pipe,SS304,PTFE,full_vacuum,200,100,10859.375
pipe,SS304,PTFE,full_vacuum,200,150,11884.375
pipe,SS304,PTFE,full_vacuum,200,200,12903.125
pipe,SS304,PTFE,full_vacuum,200,250,13928.125
pipe,SS304,PTFE,full_vacuum,200,300,14946.875
pipe,SS304,PTFE,full_vacuum,200,350,15971.875
pipe,SS304,PTFE,full_vacuum,200,400,16990.625
pipe,SS304,PTFE,full_vacuum,200,450,18015.625
pipe,SS304,PTFE,full_vacuum,200,500,19034.375
pipe,SS304,PTFE,full_vacuum,200,600,21078.125
pipe,SS304,PTFE,full_vacuum,200,700,23121.875
pipe,SS304,PTFE,full_vacuum,200,800,25165.625
pipe,SS304,PTFE,full_vacuum,200,900,27209.375
pipe,SS304,PTFE,full_vacuum,200,1000,29253.125
pipe,SS304,PTFE,full_vacuum,200,1100,31296.875
pipe,SS304,PTFE,full_vacuum,200,1200,33340.625
pipe,SS304,PTFE,full_vacuum,200,1300,35384.375
pipe,SS304,PTFE,full_vacuum,200,1400,37428.125
pipe,SS304,PTFE,full_vacuum,200,1500,39471.875
pipe,SS304,PTFE,full_vacuum,200,1600,41515.625
pipe,SS304,PTFE,full_vacuum,200,1700,43559.375
pipe,SS304,PTFE,full_vacuum,200,1800,45603.125
pipe,SS304,PTFE,full_vacuum,200,1900,47646.875
pipe,SS304,PTFE,full_vacuum,200,2000,49690.625
